complaint_id,received_date,resolved_date,customer_id,primary_category,complaint_notes,contact_channel,product_id,branch_id,status,escalation_target
CS-2026-00361,2026-03-31,2026-04-07,C10375,Account Servicing,Customer called about concern.,Phone,P006,,Resolved,
CS-2025-00362,2025-08-19,2025-08-19,C10416,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Phone,P003,,Resolved,
CS-2025-00363,2025-05-06,2025-05-15,C10233,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Phone,P008,,Resolved,
CS-2025-00364,2025-06-21,2025-07-07,C10290,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P001,,Resolved,
CS-2025-00365,2025-07-07,2025-07-16,C10458,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Secure Message,,,Resolved,
CS-2025-00366,2025-03-25,2025-04-15,C10037,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Phone,P006,,Resolved,
CS-2026-00367,2026-01-23,2026-02-02,C10529,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Phone,P011,B009,Resolved,
CS-2025-00368,2025-01-27,2025-02-05,C10392,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Email,P011,,Resolved,
CS-2026-00369,2026-06-16,2026-07-01,C10281,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P011,,Resolved,
CS-2025-00370,2025-09-12,2025-09-16,C10172,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Branch Referral,,B010,Resolved,
CS-2025-00371,2025-12-06,2025-12-23,C10181,Account Servicing,Customer called about concern.,Phone,P004,B004,Resolved,
CS-2025-00372,2025-07-13,2025-08-01,C10402,Other,Customer described a concern that did not clearly fit an available category. Representative attempted to resolve the issue during the interaction.,Branch Referral,P002,,Resolved,
CS-2025-00373,2025-02-17,,C10544,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Phone,P009,,Open,
CS-2026-00374,2026-01-14,2026-01-16,C10049,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Secure Message,P009,B005,Resolved,
CS-2025-00375,2025-11-15,2025-11-30,C10080,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P009,,Resolved,
CS-2025-00376,2025-09-20,,C10454,Fees,Issue reviewed with customer.,Phone,P010,B002,Open,
CS-2026-00377,2026-04-23,,C10178,Cards,Customer upset; follow-up requested.,Secure Message,P003,,Open,
CS-2026-00378,2026-07-06,2026-07-09,C10204,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Phone,P007,,Resolved,
CS-2025-00379,2025-12-24,2026-01-11,C10052,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Branch Referral,P001,B004,Resolved,
CS-2026-00380,2026-05-31,2026-06-19,C10378,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Branch Referral,P007,,Resolved,
CS-2025-00381,2025-12-06,2025-12-16,C10367,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Secure Message,P006,,Resolved,
CS-2025-00382,2025-06-19,2025-07-09,C10411,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P006,,Resolved,
CS-2025-00383,2025-11-28,2025-12-09,C10325,Lending,Issue reviewed with customer.,Secure Message,P009,,Resolved,
CS-2025-00384,2025-06-13,2025-06-17,C10251,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Branch Referral,P008,B010,Resolved,
CS-2025-00385,2025-03-13,2025-03-31,C10585,Online & Mobile Banking,Issue reviewed with customer.,Phone,P009,,Resolved,
CS-2026-00386,2026-07-25,2026-07-31,C10336,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,P003,B009,Resolved,
CS-2026-00387,2026-05-26,,C10109,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Secure Message,P005,,Open,
CS-2026-00388,2026-05-24,2026-06-02,C10270,Other,Issue reviewed with customer.,Secure Message,,,Resolved,
CS-2026-00389,2026-07-14,2026-08-05,C10468,Online & Mobile Banking,Customer called about concern.,Email,P011,B001,Resolved,
CS-2026-00390,2026-08-01,2026-08-08,C10569,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Branch Referral,P010,B010,Resolved,
CS-2026-00391,2026-01-15,2026-01-18,C10173,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Branch Referral,P005,B003,Resolved,
CS-2026-00392,2026-01-29,2026-01-31,C10075,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Email,P001,B008,Resolved,
CS-2025-00393,2025-03-03,2025-03-12,C10457,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Phone,P011,,Resolved,
CS-2025-00394,2025-01-23,2025-02-14,C10319,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Phone,,B009,Resolved,
CS-2025-00395,2025-04-04,,C10006,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Secure Message,P011,,Referred,Compliance
CS-2025-00396,2025-01-24,2025-02-01,C10356,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Other Department Referral,P003,B004,Resolved,
CS-2025-00397,2025-07-03,2025-07-15,C10416,Employee / Service,Customer called about concern.,Phone,P003,,Resolved,
CS-2025-00398,2025-08-15,2025-08-18,C10191,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative attempted to resolve the issue during the interaction.,Phone,P005,B005,Resolved,
CS-2026-00399,2026-06-11,2026-06-12,C10002,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Secure Message,P011,,Resolved,
CS-2026-00400,2026-04-14,2026-04-16,C10018,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Phone,P004,B001,Resolved,
CS-2026-00401,2026-03-25,2026-03-27,C10380,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Phone,P008,,Resolved,
CS-2025-00402,2025-12-26,2025-12-30,C10002,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Phone,P002,,Resolved,
CS-2025-00403,2025-11-05,2025-11-23,C10583,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Secure Message,P001,,Resolved,
CS-2025-00404,2025-01-27,2025-02-06,C10064,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P002,,Resolved,
CS-2026-00405,2026-02-19,2026-03-05,C10488,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Secure Message,,,Resolved,
CS-2025-00406,2025-03-22,,C10536,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Phone,P003,B004,Referred,Supervisor
CS-2026-00407,2026-02-01,2026-02-16,C10129,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Secure Message,P007,,Resolved,
CS-2026-00408,2026-03-19,2026-03-31,C10063,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Phone,P007,B008,Resolved,
CS-2025-00409,2025-10-14,2025-10-16,C10548,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Secure Message,P003,,Resolved,
CS-2025-00410,2025-06-01,2025-06-03,C10019,Fees,Customer upset; follow-up requested.,Secure Message,,,Resolved,
CS-2026-00411,2026-06-17,2026-06-23,C10436,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Phone,P003,,Resolved,
CS-2026-00412,2026-02-07,2026-02-26,C10012,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P003,,Resolved,
CS-2025-00413,2025-07-07,2025-07-23,C10445,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P011,,Resolved,
CS-2026-00414,2026-08-30,2026-09-10,C10001,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Branch Referral,P007,B007,Resolved,
CS-2025-00415,2025-05-04,2025-05-05,C10265,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Phone,P009,B009,Resolved,
CS-2026-00416,2026-06-14,2026-06-21,C10397,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Phone,,,Resolved,
CS-2026-00417,2026-06-26,,C10559,Fees,Customer upset; follow-up requested.,Phone,P003,,Referred,Other Department
CS-2026-00418,2026-05-03,,C10212,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Branch Referral,P009,,Open,
CS-2026-00419,2026-04-16,2026-04-22,C10023,Cards,Customer called about concern.,Branch Referral,P010,B005,Resolved,
CS-2025-00420,2025-03-27,2025-04-05,C10156,Fees,Issue reviewed with customer.,Secure Message,P008,,Resolved,
CS-2026-00421,2026-05-16,,C10543,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Branch Referral,P008,B010,Referred,Other Department
CS-2025-00422,2025-11-23,2025-11-30,C10413,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Secure Message,P010,B001,Resolved,
CS-2025-00423,2025-09-11,2025-09-25,C10200,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Phone,P002,,Resolved,
CS-2025-00424,2025-01-22,2025-01-25,C10102,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Secure Message,P008,,Resolved,
CS-2025-00425,2025-04-29,2025-05-18,C10356,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,,B009,Resolved,
CS-2026-00426,2026-05-31,2026-06-01,C10421,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Secure Message,P010,,Resolved,
CS-2025-00427,2025-01-09,2025-01-22,C10291,Cards,Customer upset; follow-up requested.,Phone,P009,,Resolved,
CS-2025-00428,2025-05-05,2025-05-14,C10444,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Phone,P007,,Resolved,
CS-2025-00429,2025-06-11,2025-06-17,C10202,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Secure Message,P011,,Resolved,
CS-2025-00430,2025-02-06,,C10043,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Phone,P004,,Referred,Compliance
CS-2026-00431,2026-03-07,2026-03-21,C10232,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Phone,P004,,Resolved,
CS-2025-00432,2025-10-12,2025-10-29,C10431,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Phone,P011,,Resolved,
CS-2025-00433,2025-05-24,2025-06-06,C10226,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Secure Message,P007,,Resolved,
CS-2026-00434,2026-06-06,2026-06-09,C10307,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Phone,P001,,Resolved,
CS-2025-00435,2025-10-31,2025-11-06,C10511,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Other Department Referral,P002,,Resolved,
CS-2025-00436,2025-07-27,2025-07-30,C10120,Fees,Customer upset; follow-up requested.,Secure Message,P002,B001,Resolved,
CS-2026-00437,2026-02-28,2026-03-05,C10558,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Email,P011,,Resolved,
CS-2026-00438,2026-07-16,2026-08-02,,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Branch Referral,,B003,Resolved,
CS-2026-00439,2026-05-25,2026-06-10,C10020,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Phone,P007,,Resolved,
CS-2026-00440,2026-02-02,2026-02-10,,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P001,,Resolved,
CS-2026-00441,2026-06-28,,C10475,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Email,P003,B005,Open,
CS-2025-00442,2025-03-01,2025-03-14,C10392,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Secure Message,P011,,Resolved,
CS-2025-00443,2025-03-11,2025-03-14,C10490,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Phone,P006,,Resolved,
CS-2025-00444,2025-08-01,2025-08-12,C10382,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Branch Referral,P004,B003,Resolved,
CS-2025-00445,2025-03-06,2025-03-22,C10527,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Phone,P003,,Resolved,
CS-2026-00446,2026-03-09,2026-03-12,C10119,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Other Department Referral,P007,,Resolved,
CS-2025-00447,2025-11-02,2025-11-19,C10079,Cards,Customer upset; follow-up requested.,Secure Message,P005,,Resolved,
CS-2025-00448,2025-05-21,2025-05-31,C10268,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Phone,P001,,Resolved,
CS-2025-00449,2025-01-20,2025-02-03,C10195,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Phone,P003,,Resolved,
CS-2025-00450,2025-06-05,2025-06-18,C10504,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Phone,P006,,Resolved,
CS-2025-00451,2025-08-08,2025-08-20,C10420,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Branch Referral,P001,B004,Resolved,
CS-2026-00452,2026-01-05,2026-01-21,C10268,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Branch Referral,P004,B001,Resolved,
CS-2026-00453,2026-05-30,2026-06-18,C10153,Fees,Issue reviewed with customer.,Branch Referral,P005,B010,Resolved,
CS-2025-00454,2025-05-06,2025-05-13,C10412,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Phone,P006,B003,Resolved,
CS-2026-00455,2026-07-21,2026-08-06,C10398,Cards,Customer called about concern.,Other Department Referral,P001,B005,Resolved,
CS-2025-00456,2025-09-09,2025-09-19,C10380,Fees,Customer called about concern.,Branch Referral,,,Resolved,
CS-2026-00457,2026-02-03,2026-02-15,C10344,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Phone,,,Resolved,
CS-2026-00458,2026-05-06,2026-05-20,C10512,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Branch Referral,P001,B008,Resolved,
CS-2026-00459,2026-02-22,2026-03-14,C10390,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Email,P005,,Resolved,
CS-2026-00460,2026-01-25,,C10540,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Email,P007,,Referred,Compliance
CS-2025-00461,2025-08-05,2025-08-12,C10553,Lending,Customer upset; follow-up requested.,Phone,P001,,Resolved,
CS-2026-00462,2026-01-05,2026-01-13,C10486,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Phone,P009,,Resolved,
CS-2026-00463,2026-07-06,2026-07-06,C10565,Employee / Service,Customer upset; follow-up requested.,Phone,,,Resolved,
CS-2026-00464,2026-03-17,2026-03-31,C10462,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Email,,,Resolved,
CS-2025-00465,2025-05-24,2025-06-05,C10205,Fees,Issue reviewed with customer.,Branch Referral,P007,B005,Resolved,
CS-2026-00466,2026-03-04,2026-03-06,C10144,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative attempted to resolve the issue during the interaction.,Secure Message,P010,,Resolved,
CS-2026-00467,2026-03-08,2026-03-10,C10166,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Secure Message,P002,B008,Resolved,
CS-2025-00468,2025-09-21,2025-09-22,C10386,Digital Banking,Customer upset; follow-up requested.,Phone,P005,,Resolved,
CS-2026-00469,2026-03-25,2026-03-27,C10082,Account Servicing,Customer called about concern.,Phone,P003,B009,Resolved,
CS-2026-00470,2026-05-20,,C10099,Lending,Issue reviewed with customer.,Phone,,,Referred,Compliance
CS-2026-00471,2026-03-25,,C10210,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,P009,,Open,
CS-2025-00472,2025-08-16,2025-08-21,C10417,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Secure Message,P008,,Resolved,
CS-2026-00473,2026-02-22,,C10006,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Phone,P004,B004,Referred,Compliance
CS-2026-00474,2026-08-31,2026-09-05,C10132,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P003,,Resolved,
CS-2026-00475,2026-06-23,2026-07-06,C10048,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Phone,,,Resolved,
CS-2026-00476,2026-01-18,2026-01-22,C10589,Other,Customer described a concern that did not clearly fit an available category. Representative attempted to resolve the issue during the interaction.,Email,P009,,Resolved,
CS-2025-00477,2025-08-16,2025-08-25,C10342,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Phone,,B006,Resolved,
CS-2025-00478,2025-08-09,2025-08-15,C10416,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Phone,P002,,Resolved,
CS-2026-00479,2026-05-12,2026-06-01,C10060,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Secure Message,P002,B010,Resolved,
CS-2025-00480,2025-06-06,2025-06-28,C10236,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Email,P006,,Resolved,
CS-2025-00481,2025-07-28,2025-07-31,C10101,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P008,,Resolved,
CS-2025-00482,2025-07-25,,C10285,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P001,,Referred,Compliance
CS-2026-00483,2026-02-01,2026-02-12,C10088,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Branch Referral,P008,,Resolved,
CS-2025-00484,2025-03-29,2025-04-09,C10528,Account Servicing,Customer called about concern.,Branch Referral,P011,,Resolved,
CS-2026-00485,2026-02-21,2026-03-05,C10103,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Other Department Referral,P005,,Resolved,
CS-2025-00486,2025-11-15,2025-12-07,C10520,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Secure Message,P002,,Resolved,
CS-2026-00487,2026-01-18,2026-01-29,C10127,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Branch Referral,P004,,Resolved,
CS-2026-00488,2026-06-13,2026-06-26,C10456,Online & Mobile Banking,Issue reviewed with customer.,Phone,P005,B008,Resolved,
CS-2025-00489,2025-10-20,2025-11-07,C10555,cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Secure Message,P011,,Resolved,
CS-2025-00490,2025-03-07,,C10564,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Secure Message,P006,,Referred,Other Department
CS-2025-00491,2025-03-08,2025-03-18,C10338,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Secure Message,P010,,Resolved,
CS-2026-00492,2026-01-22,2026-01-24,C10180,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Email,P007,B006,Resolved,
CS-2026-00493,2026-04-07,2026-04-19,C10453,Account Servicing,Issue reviewed with customer.,Secure Message,P002,,Resolved,
CS-2026-00494,2026-06-02,2026-06-09,C10260,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Phone,P006,,Resolved,
CS-2026-00495,2026-07-05,2026-07-18,C10510,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Secure Message,P007,,Resolved,
CS-2026-00496,2026-06-21,2026-06-27,C10590,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Phone,,,Resolved,
CS-2026-00497,2026-01-21,2026-01-30,C10223,Fees,Customer upset; follow-up requested.,Branch Referral,P001,B008,Resolved,
CS-2026-00498,2026-03-01,,C10084,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Branch Referral,P003,B010,Open,
CS-2025-00499,2025-01-11,2025-01-20,C10488,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P004,,Resolved,
CS-2025-00500,2025-10-08,,C10492,Fees,Issue reviewed with customer.,Phone,P006,B007,Referred,Compliance
CS-2025-00501,2025-04-15,2025-04-18,C10429,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Email,P006,,Resolved,
CS-2025-00502,2025-12-14,2025-12-16,C10182,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Phone,P005,,Resolved,
CS-2026-00503,2026-02-19,2026-03-06,C10471,Cards,Customer upset; follow-up requested.,Phone,P001,,Resolved,
CS-2026-00504,2026-03-15,2026-03-18,C10333,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Phone,P005,,Resolved,
CS-2025-00505,2025-02-19,2025-02-25,C10372,Fees,Customer called about concern.,Phone,P003,,Resolved,
CS-2026-00506,2026-03-14,2026-03-27,C10575,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Secure Message,P011,B001,Resolved,
CS-2026-00507,2026-05-13,,C10154,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Secure Message,,B007,Referred,Other Department
CS-2025-00508,2025-06-01,2025-06-04,C10215,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Email,,B001,Resolved,
CS-2025-00509,2025-10-24,2025-11-12,C10068,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Other Department Referral,P002,B007,Resolved,
CS-2025-00510,2025-11-02,2025-11-09,C10006,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Other Department Referral,P002,,Resolved,
CS-2026-00511,2026-01-23,2026-02-10,C10442,Fees,Issue reviewed with customer.,Secure Message,P001,,Resolved,
CS-2025-00512,2025-01-10,2025-01-19,C10173,Other,Issue reviewed with customer.,Secure Message,P002,,Resolved,
CS-2025-00513,2025-07-04,,C10492,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P005,,Referred,Compliance
CS-2026-00514,2026-05-16,,C10143,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Branch Referral,P007,B009,Open,
CS-2025-00515,2025-02-27,2025-03-04,C10149,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Email,P008,,Resolved,
CS-2026-00516,2026-07-07,2026-07-23,C10308,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Email,P001,,Resolved,
CS-2025-00517,2025-02-03,2025-02-03,C10147,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Secure Message,P002,,Resolved,
CS-2026-00518,2026-06-19,2026-07-09,C10176,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Email,,,Resolved,
CS-2025-00519,2025-11-20,2025-11-24,C10125,Online & Mobile Banking,Customer called about concern.,Phone,,,Resolved,
CS-2025-00520,2025-05-06,2025-05-25,C10473,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Branch Referral,P007,B010,Resolved,
CS-2025-00521,2025-04-23,2025-05-01,C10228,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,P007,,Resolved,
CS-2025-00522,2025-06-11,2025-06-13,C10391,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P001,,Resolved,
CS-2025-00523,2025-05-22,2025-06-04,C10526,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Phone,,,Resolved,
CS-2025-00524,2025-04-10,2025-05-01,C10451,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Secure Message,P005,,Resolved,
CS-2026-00525,2026-06-15,,C10018,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative attempted to resolve the issue during the interaction.,Phone,P007,,Open,
CS-2026-00526,2026-05-25,2026-06-01,C10001,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,P009,B008,Resolved,
CS-2026-00527,2026-08-04,2026-08-13,C10105,OTHER,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Phone,P008,B010,Resolved,
CS-2025-00528,2025-02-09,2025-02-23,C10220,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P001,,Resolved,
CS-2026-00529,2026-05-23,,C10278,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Phone,P002,,Referred,Compliance
CS-2026-00530,2026-03-17,2026-03-29,C10329,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Email,P001,,Resolved,
CS-2026-00531,2026-08-27,,C10157,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Phone,P006,,Open,
CS-2026-00532,2026-08-21,2026-08-24,C10492,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Secure Message,P010,,Resolved,
CS-2026-00533,2026-06-22,2026-06-26,C10297,Other,Customer described a concern that did not clearly fit an available category. Representative attempted to resolve the issue during the interaction.,Phone,P008,,Resolved,
CS-2025-00534,2025-01-25,2025-02-11,C10424,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Secure Message,,B008,Resolved,
CS-2025-00535,2025-06-05,2025-06-23,C10397,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Phone,P011,,Resolved,
CS-2025-00536,2025-07-13,2025-07-30,C10443,Fees ,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Branch Referral,P003,B003,Resolved,
CS-2026-00537,2026-08-19,2026-09-08,C10355,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Branch Referral,P009,,Resolved,
CS-2026-00538,2026-02-08,2026-02-17,C10574,Fees,Customer upset; follow-up requested.,Email,P006,,Resolved,
CS-2026-00539,2026-06-14,,C10389,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Phone,P008,,Open,
CS-2025-00540,2025-05-31,,C10493,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Phone,P001,,Open,
CS-2025-00541,2025-01-18,2025-01-27,C10489,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Other Department Referral,P010,,Resolved,
